date,state,parlimen,dun,income_median,income_mean
2019-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,4627,5306
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,5035,5996
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,5908,6426
2019-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,4247,4916
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,4742,5422
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,4418,4605
2019-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,5350,6518
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,5793,6991
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,6127,6603
2019-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,4119,5577
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,5580,6484
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,7054,7782
2019-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,5395,5708
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,5315,5672
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,6564,6787
2019-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,4357,4891
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,5591,6060
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,5902,6058
2019-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,5692,7296
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,6204,8109
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,6138,6859
2019-01-01,Terengganu,P.039 Dungun,N.27 Sura,7852,8731
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,6517,8412
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,7456,9220
2019-01-01,Terengganu,P.039 Dungun,N.28 Paka,5774,7452
2022-01-01,Terengganu,P.039 Dungun,N.28 Paka,6833,8152
2024-01-01,Terengganu,P.039 Dungun,N.28 Paka,7896,8863
2019-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,7018,10913
2022-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,6717,10512
2024-01-01,Terengganu,P.040 Kemaman,N.29 Kemasik,8029,10520
2019-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,6997,7908
2022-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,5546,7026
2024-01-01,Terengganu,P.040 Kemaman,N.30 Kijal,7656,8180
2019-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,6592,7036
2022-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,6614,8631
2024-01-01,Terengganu,P.040 Kemaman,N.31 Cukai,7356,9008
2019-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,6255,6806
2022-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,6676,7952
2024-01-01,Terengganu,P.040 Kemaman,N.32 Air Putih,7744,8414
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,5512,5876
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,4949,5519
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.01 Penaga,6048,6907
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,5704,6237
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,5232,6141
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.02 Bertam,7393,8051
2019-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,5625,7036
2022-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,6123,7408
2024-01-01,Pulau Pinang,P.041 Kepala Batas,N.03 Pinang Tunggal,6537,7713
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,6079,6505
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,6324,6683
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.04 Permatang Berangan,6174,7331
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,5644,6225
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,6103,7308
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.05 Sungai Dua,6062,6908
2019-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,5336,6635
2022-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,7312,9618
2024-01-01,Pulau Pinang,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,6188,8662
2019-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,5901,6843
2022-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,6626,7856
2024-01-01,Pulau Pinang,P.043 Bagan,N.07 Sungai Puyu,7091,8761
2019-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,4855,8084
2022-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,6232,7592
2024-01-01,Pulau Pinang,P.043 Bagan,N.08 Bagan Jermal,8111,9338
2019-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,5578,8245
2022-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,6305,7815
2024-01-01,Pulau Pinang,P.043 Bagan,N.09 Bagan Dalam,7138,9407
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,5528,6822
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,6499,8308
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.10 Seberang Jaya,6630,8018
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,3653,5412
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,4963,6168
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.11 Permatang Pasir,6530,7821
2019-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,5079,6100
2022-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,4515,5727
2024-01-01,Pulau Pinang,P.044 Permatang Pauh,N.12 Penanti,5144,6113
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,6997,9474
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,7594,9349
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.13 Berapit,7891,9582
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,5704,7074
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,5861,7632
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.14 Machang Bubuk,7072,8901
2019-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,6380,8178
2022-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,6963,8382
2024-01-01,Pulau Pinang,P.045 Bukit Mertajam,N.15 Padang Lalang,6656,7710
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,5542,7751
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,5866,8612
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.16 Perai,8318,9405
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,6239,8140
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,7627,9295
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.17 Bukit Tengah,6427,7867
2019-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,6153,7278
2022-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,6402,8452
2024-01-01,Pulau Pinang,P.046 Batu Kawan,N.18 Bukit Tambun,7003,10027
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,5486,6292
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,5823,7362
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.19 Jawi,6872,8341
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,5416,6273
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,5868,7007
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.20 Sungai Bakap,7041,7316
2019-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,6702,7611
2022-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,5938,6608
2024-01-01,Pulau Pinang,P.047 Nibong Tebal,N.21 Sungai Acheh,5439,6344
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,7228,8845
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,8550,11720
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.22 Tanjong Bunga,9670,11971
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,8183,9475
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,8406,10506
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.23 Air Putih,8092,8717
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,4768,6452
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,6053,9237
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.24 Kebun Bunga,6132,12731
2019-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,9583,13850
2022-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,8875,13244
2024-01-01,Pulau Pinang,P.048 Bukit Bendera,N.25 Pulau Tikus,10532,16963
2019-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,6081,6957
2022-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,4997,6160
2024-01-01,Pulau Pinang,P.049 Tanjong,N.26 Padang Kota,7487,13055
2019-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,5484,7084
2022-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,4814,5227
2024-01-01,Pulau Pinang,P.049 Tanjong,N.27 Pengkalan Kota,3498,4212
2019-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,7374,9437
2022-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,5309,5890
2024-01-01,Pulau Pinang,P.049 Tanjong,N.28 Komtar,7741,8313
2019-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,6864,6969
2022-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,6698,7116
2024-01-01,Pulau Pinang,P.050 Jelutong,N.29 Datok Keramat,7560,8570
2019-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,7260,7625
2022-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,6100,6754
2024-01-01,Pulau Pinang,P.050 Jelutong,N.30 Sungai Pinang,6965,8168
2019-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,6995,7913
2022-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,6958,8409
2024-01-01,Pulau Pinang,P.050 Jelutong,N.31 Batu Lancang,7227,8377
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,7777,9658
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,8298,11335
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.32 Seri Delima,9841,13295
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,5533,6577
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,6330,7048
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.33 Air Itam,7054,7613
2019-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,6027,7986
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,6276,7198
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,N.34 Paya Terubong,6993,8414
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,7681,9430
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,7990,9525
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.35 Batu Uban,8467,9675
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,6952,9613
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,7560,9728
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.36 Pantai Jerejak,8250,9669
2019-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,6111,7926
2022-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,8006,10688
2024-01-01,Pulau Pinang,P.052 Bayan Baru,N.37 Batu Maung,9313,10977
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,6981,8431
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,7377,9356
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.38 Bayan Lepas,10159,11282
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,5903,6665
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,5638,6508
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.39 Pulau Betong,7494,7748
2019-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,5381,6278
2022-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,5846,6945
2024-01-01,Pulau Pinang,P.053 Balik Pulau,N.40 Telok Bahang,7023,7826
2019-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,3733,5039
2022-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,3567,4332
2024-01-01,Perak,P.054 Gerik,N.01 Pengkalan Hulu,4487,5112
2019-01-01,Perak,P.054 Gerik,N.02 Temengor,4478,5224
2022-01-01,Perak,P.054 Gerik,N.02 Temengor,4315,7035
2024-01-01,Perak,P.054 Gerik,N.02 Temengor,3736,4987
2019-01-01,Perak,P.055 Lenggong,N.03 Kenering,3733,5039
2022-01-01,Perak,P.055 Lenggong,N.03 Kenering,3117,3429
2024-01-01,Perak,P.055 Lenggong,N.03 Kenering,3467,4414
2019-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,4478,5224
2022-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,2965,4354
2024-01-01,Perak,P.055 Lenggong,N.04 Kota Tampan,3266,5409
2019-01-01,Perak,P.056 Larut,N.05 Selama,3961,4981
2022-01-01,Perak,P.056 Larut,N.05 Selama,3739,4424
2024-01-01,Perak,P.056 Larut,N.05 Selama,4014,5384
2019-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,3299,3700
2022-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,3566,4468
2024-01-01,Perak,P.056 Larut,N.06 Kubu Gajah,3315,3884
2019-01-01,Perak,P.056 Larut,N.07 Batu Kurau,5818,6185
2022-01-01,Perak,P.056 Larut,N.07 Batu Kurau,4000,4941
2024-01-01,Perak,P.056 Larut,N.07 Batu Kurau,3741,4338
2019-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,4696,5958
2022-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,3850,5845
2024-01-01,Perak,P.057 Parit Buntar,N.08 Titi Serong,4657,6231
2019-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,4412,5058
2022-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,4085,4604
2024-01-01,Perak,P.057 Parit Buntar,N.09 Kuala Kurau,4771,5625
2019-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,4954,5330
2022-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,4099,6132
2024-01-01,Perak,P.058 Bagan Serai,N.10 Alor Pongsu,5200,6007
2019-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,4543,5474
2022-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,4178,4845
2024-01-01,Perak,P.058 Bagan Serai,N.11 Gunong Semanggol,3826,4558
2019-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,4390,5631
2022-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,3505,4715
2024-01-01,Perak,P.058 Bagan Serai,N.12 Selinsing,4352,5274
2019-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,3812,4312
2022-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,3827,5555
2024-01-01,Perak,P.059 Bukit Gantang,N.13 Kuala Sepetang,5648,6287
2019-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,3678,4856
2022-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,3909,4959
2024-01-01,Perak,P.059 Bukit Gantang,N.14 Changkat Jering,3903,5409
2019-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,3691,4719
2022-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,3291,3807
2024-01-01,Perak,P.059 Bukit Gantang,N.15 Trong,3821,5141
2019-01-01,Perak,P.060 Taiping,N.16 Kamunting,4530,6434
2022-01-01,Perak,P.060 Taiping,N.16 Kamunting,4730,6165
2024-01-01,Perak,P.060 Taiping,N.16 Kamunting,5926,7430
2019-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,4500,5954
2022-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,4305,6019
2024-01-01,Perak,P.060 Taiping,N.17 Pokok Assam,5196,7237
2019-01-01,Perak,P.060 Taiping,N.18 Aulong,4920,5562
2022-01-01,Perak,P.060 Taiping,N.18 Aulong,4083,5256
2024-01-01,Perak,P.060 Taiping,N.18 Aulong,4860,5883
2019-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,4091,4595
2022-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,3807,4523
2024-01-01,Perak,P.061 Padang Rengas,N.19 Chenderoh,3191,4098
2019-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,5233,8567
2022-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,4151,6123
2024-01-01,Perak,P.061 Padang Rengas,N.20 Lubok Merbau,3724,7935
2019-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,3289,4412
2022-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,3512,5067
2024-01-01,Perak,P.062 Sungai Siput,N.21 Lintang,3769,4410
2019-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,3602,4391
2022-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,3263,4672
2024-01-01,Perak,P.062 Sungai Siput,N.22 Jalong,4477,5539
2019-01-01,Perak,P.063 Tambun,N.23 Manjoi,5160,6669
2022-01-01,Perak,P.063 Tambun,N.23 Manjoi,5193,6622
2024-01-01,Perak,P.063 Tambun,N.23 Manjoi,5528,7554
2019-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,4842,5396
2022-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,6464,7525
2024-01-01,Perak,P.063 Tambun,N.24 Hulu Kinta,5720,7929
2019-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,4169,6989
2022-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,5101,7658
2024-01-01,Perak,P.064 Ipoh Timor,N.25 Canning,5843,9797
2019-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,4783,5519
2022-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,5191,5993
2024-01-01,Perak,P.064 Ipoh Timor,N.26 Tebing Tinggi,4434,5432
2019-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,4639,5932
2022-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,4427,6638
2024-01-01,Perak,P.064 Ipoh Timor,N.27 Pasir Pinji,3165,4704
2019-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,4858,6106
2022-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,4581,6014
2024-01-01,Perak,P.065 Ipoh Barat,N.28 Bercham,4417,5103
2019-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,4466,14717
2022-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,4555,5781
2024-01-01,Perak,P.065 Ipoh Barat,N.29 Kepayang,7335,8843
2019-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,3578,5102
2022-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,4322,5459
2024-01-01,Perak,P.065 Ipoh Barat,N.30 Buntong,4619,5184
2019-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,4094,4929
2022-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,4033,5152
2024-01-01,Perak,P.066 Batu Gajah,N.31 Jelapang,4623,5646
2019-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,3258,4056
2022-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,4026,4701
2024-01-01,Perak,P.066 Batu Gajah,N.32 Menglembu,3943,5824
2019-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,4563,4946
2022-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,4896,5176
2024-01-01,Perak,P.066 Batu Gajah,N.33 Tronoh,6310,7284
2019-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,4717,5651
2022-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,4538,5263
2024-01-01,Perak,P.067 Kuala Kangsar,N.34 Bukit Chandan,4523,6205
2019-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,3571,4098
2022-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,3959,5350
2024-01-01,Perak,P.067 Kuala Kangsar,N.35 Manong,3743,4531
2019-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,2777,4438
2022-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,3801,4725
2024-01-01,Perak,P.068 Beruas,N.36 Pengkalan Baharu,4059,4726
2019-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,3678,4020
2022-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,4199,5348
2024-01-01,Perak,P.068 Beruas,N.37 Pantai Remis,3966,5033
2019-01-01,Perak,P.068 Beruas,N.38 Astaka,4977,7441
2022-01-01,Perak,P.068 Beruas,N.38 Astaka,5172,6139
2024-01-01,Perak,P.068 Beruas,N.38 Astaka,5547,6932
2019-01-01,Perak,P.069 Parit,N.39 Belanja,3194,4028
2022-01-01,Perak,P.069 Parit,N.39 Belanja,2906,3599
2024-01-01,Perak,P.069 Parit,N.39 Belanja,3794,4445
2019-01-01,Perak,P.069 Parit,N.40 Bota,5016,6650
2022-01-01,Perak,P.069 Parit,N.40 Bota,5955,7184
2024-01-01,Perak,P.069 Parit,N.40 Bota,5255,6942
2019-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,3135,5028
2022-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,4011,4527
2024-01-01,Perak,P.070 Kampar,N.41 Malim Nawar,4294,5274
2019-01-01,Perak,P.070 Kampar,N.42 Keranji,3941,4792
2022-01-01,Perak,P.070 Kampar,N.42 Keranji,3858,4705
2024-01-01,Perak,P.070 Kampar,N.42 Keranji,4388,5853
2019-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,3212,4582
2022-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,3984,5037
2024-01-01,Perak,P.070 Kampar,N.43 Tualang Sekah,3664,4559
2019-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,4062,4795
2022-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,5379,6209
2024-01-01,Perak,P.071 Gopeng,N.44 Sungai Rapat,4988,6239
2019-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,4988,6762
2022-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,5227,6830
2024-01-01,Perak,P.071 Gopeng,N.45 Simpang Pulai,5992,7788
2019-01-01,Perak,P.071 Gopeng,N.46 Teja,4066,4865
2022-01-01,Perak,P.071 Gopeng,N.46 Teja,5526,6173
2024-01-01,Perak,P.071 Gopeng,N.46 Teja,5145,5473
2019-01-01,Perak,P.072 Tapah,N.47 Chenderiang,3681,6231
2022-01-01,Perak,P.072 Tapah,N.47 Chenderiang,4068,5484
2024-01-01,Perak,P.072 Tapah,N.47 Chenderiang,4668,5735
2019-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,4014,4875
2022-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,4033,4883
2024-01-01,Perak,P.072 Tapah,N.48 Ayer Kuning,3851,5011
2019-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,3357,3946
2022-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,4230,4914
2024-01-01,Perak,P.073 Pasir Salak,N.49 Sungai Manik,3769,4297
2019-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,3046,3641
2022-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,3911,4650
2024-01-01,Perak,P.073 Pasir Salak,N.50 Kampong Gajah,4554,5739
2019-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,5810,6873
2022-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,6228,7439
2024-01-01,Perak,P.074 Lumut,N.51 Pasir Panjang,6534,8086
2019-01-01,Perak,P.074 Lumut,N.52 Pangkor,3869,5564
2022-01-01,Perak,P.074 Lumut,N.52 Pangkor,3802,4342
2024-01-01,Perak,P.074 Lumut,N.52 Pangkor,4416,4670
2019-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,3000,3606
2022-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,3501,4933
2024-01-01,Perak,P.075 Bagan Datuk,N.53 Rungkup,3884,5161
2019-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,4674,5996
2022-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,4214,5270
2024-01-01,Perak,P.075 Bagan Datuk,N.54 Hutan Melintang,4280,5448
2019-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,3159,5234
2022-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,3911,5568
2024-01-01,Perak,P.076 Teluk Intan,N.55 Pasir Bedamar,4238,5702
2019-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,3958,4926
2022-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,4204,5145
2024-01-01,Perak,P.076 Teluk Intan,N.56 Changkat Jong,4840,6360
2019-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,4599,6096
2022-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,3477,5116
2024-01-01,Perak,P.077 Tanjong Malim,N.57 Sungkai,4495,5656
2019-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,3975,5318
2022-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,4379,4885
2024-01-01,Perak,P.077 Tanjong Malim,N.58 Slim,3946,5605
2019-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,3915,5587
2022-01-01,Perak,P.077 Tanjong Malim,N.59 Behrang,5020,6345
